0.00139948	0.000120041	798	231	1	1
0.00139944	0.000120048	798.016	231.018	0.999866	1
0.00139943	0.000120042	797.978	230.998	0.999903	1
0.00139943	0.000120045	797.99	231.011	0.999882	1
0.00139943	0.00012004	797.956	230.995	0.999916	1
0.00139943	0.000120042	797.966	231.005	0.999895	1
0.00139942	0.000120038	797.936	230.992	0.999926	1
0.00139942	0.00012004	797.946	230.999	0.999905	1
0.00139942	0.000120036	797.918	230.989	0.999934	1
0.00139942	0.000120038	797.927	230.995	0.999913	1
0.00139941	0.000120034	797.902	230.986	0.99994	1
0.00139941	0.000120036	797.91	230.991	0.99992	1
0.00139941	0.000120033	797.887	230.984	0.999944	1
0.0013994	0.000120034	797.894	230.987	0.999926	1
0.0013994	0.000120031	797.873	230.981	0.999948	1
0.0013994	0.000120032	797.88	230.984	0.99993	1
0.0013994	0.00012003	797.86	230.979	0.999951	1
0.0013994	0.000120031	797.866	230.981	0.999934	1
0.00139939	0.000120028	797.847	230.977	0.999953	1
0.00139939	0.00012003	797.853	230.978	0.999938	1
0.00139939	0.000120027	797.835	230.974	0.999954	1
0.00139939	0.000120028	797.84	230.976	0.99994	1
0.00139938	0.000120026	797.824	230.972	0.999956	1
0.00139938	0.000120027	797.828	230.973	0.999943	1
0.00139938	0.000120025	797.813	230.97	0.999957	1
0.00139938	0.000120026	797.816	230.971	0.999945	1
0.00139938	0.000120024	797.802	230.968	0.999958	1
0.00139937	0.000120025	797.805	230.968	0.999947	1
0.00139937	0.000120023	797.792	230.966	0.999959	1
0.00139937	0.000120024	797.794	230.966	0.999949	1
0.00139937	0.000120022	797.782	230.964	0.99996	1
0.00139936	0.000120022	797.783	230.964	0.999951	1
0.00139936	0.000120021	797.772	230.962	0.999961	1
0.00139936	0.000120021	797.773	230.962	0.999952	1
0.00139936	0.00012002	797.762	230.96	0.999961	1
0.00139936	0.00012002	797.763	230.96	0.999954	1
0.00139936	0.000120019	797.753	230.958	0.999962	1
0.00139935	0.000120019	797.753	230.958	0.999955	1
0.00139935	0.000120018	797.743	230.956	0.999962	1
0.00139935	0.000120018	797.744	230.956	0.999956	1
0.00139935	0.000120017	797.734	230.954	0.999963	1
0.00139934	0.000120018	797.735	230.954	0.999957	1
0.00139934	0.000120017	797.726	230.953	0.999964	1
0.00139934	0.000120017	797.725	230.952	0.999958	1
0.00139934	0.000120016	797.717	230.951	0.999964	1
0.00139934	0.000120016	797.717	230.951	0.99996	1
0.00139934	0.000120015	797.709	230.949	0.999965	1
0.00139933	0.000120015	797.708	230.949	0.999961	1
0.00139933	0.000120014	797.7	230.948	0.999965	1
0.00139933	0.000120014	797.699	230.947	0.999962	1
0.00139933	0.000120013	797.692	230.946	0.999966	1
0.00139933	0.000120013	797.691	230.946	0.999962	1
0.00139933	0.000120012	797.684	230.944	0.999967	1
0.00139932	0.000120012	797.683	230.944	0.999963	1
0.00139932	0.000120012	797.676	230.943	0.999967	1
0.00139932	0.000120012	797.675	230.942	0.999964	1
0.00139932	0.000120011	797.669	230.941	0.999968	1
0.00139932	0.000120011	797.667	230.941	0.999965	1
0.00139932	0.00012001	797.661	230.94	0.999968	1
0.00139931	0.00012001	797.659	230.939	0.999966	1
0.00139931	0.000120009	797.654	230.938	0.999969	1
0.00139931	0.000120009	797.652	230.938	0.999967	1
0.00139931	0.000120009	797.647	230.937	0.999969	1
0.00139931	0.000120009	797.645	230.936	0.999967	1
0.00139931	0.000120008	797.639	230.935	0.99997	1
0.00139931	0.000120008	797.637	230.935	0.999968	1
0.0013993	0.000120007	797.632	230.934	0.99997	1
0.0013993	0.000120007	797.63	230.933	0.999969	1
0.0013993	0.000120007	797.626	230.933	0.999971	1
0.0013993	0.000120007	797.624	230.932	0.999969	1
0.0013993	0.000120006	797.619	230.931	0.999971	1
0.0013993	0.000120006	797.617	230.931	0.99997	1
0.0013993	0.000120005	797.612	230.93	0.999972	1
0.00139929	0.000120005	797.61	230.929	0.999971	1
0.00139929	0.000120005	797.606	230.929	0.999972	1
0.00139929	0.000120005	797.604	230.928	0.999971	1
0.00139929	0.000120004	797.6	230.927	0.999973	1
0.00139929	0.000120004	797.597	230.927	0.999972	1
0.00139929	0.000120004	797.593	230.926	0.999973	1
0.00139929	0.000120003	797.591	230.926	0.999973	1
0.00139928	0.000120003	797.587	230.925	0.999974	1
0.00139928	0.000120003	797.585	230.924	0.999973	1
0.00139928	0.000120002	797.581	230.924	0.999974	1
0.00139928	0.000120002	797.579	230.923	0.999974	1
0.00139928	0.000120002	797.576	230.923	0.999975	1
0.00139928	0.000120002	797.573	230.922	0.999974	1
0.00139928	0.000120001	797.57	230.922	0.999975	1
0.00139928	0.000120001	797.568	230.921	0.999975	1
0.00139928	0.000120001	797.564	230.92	0.999976	1
0.00139927	0.00012	797.562	230.92	0.999975	1
0.00139927	0.00012	797.559	230.919	0.999976	1
0.00139927	0.00012	797.557	230.919	0.999976	1
0.00139927	0.00012	797.553	230.918	0.999977	1
0.00139927	0.000119999	797.551	230.918	0.999976	1
0.00139927	0.000119999	797.548	230.917	0.999977	1
0.00139927	0.000119999	797.546	230.917	0.999977	1
0.00139927	0.000119999	797.543	230.916	0.999978	1
0.00139927	0.000119998	797.541	230.916	0.999977	1
0.00139926	0.000119998	797.538	230.915	0.999978	1
0.00139926	0.000119998	797.536	230.915	0.999978	1
0.00139926	0.000119998	797.533	230.914	0.999978	1
0.00139926	0.000119997	797.531	230.914	0.999978	1
0.00139926	0.000119997	797.528	230.913	0.999979	1
0.00139926	0.000119997	797.526	230.913	0.999979	1
0.00139926	0.000119997	797.523	230.912	0.999979	1
0.00139926	0.000119996	797.521	230.912	0.999979	1
0.00139926	0.000119996	797.519	230.911	0.99998	1
0.00139926	0.000119996	797.517	230.911	0.99998	1
0.00139925	0.000119996	797.514	230.91	0.99998	1
0.00139925	0.000119996	797.512	230.91	0.99998	1
0.00139925	0.000119995	797.51	230.91	0.99998	1
0.00139925	0.000119995	797.507	230.909	0.99998	1
0.00139925	0.000119995	797.505	230.909	0.999981	1
0.00139925	0.000119995	797.503	230.908	0.999981	1
0.00139925	0.000119994	797.501	230.908	0.999981	1
0.00139925	0.000119994	797.499	230.907	0.999981	1
0.00139925	0.000119994	797.497	230.907	0.999982	1
0.00139925	0.000119994	797.495	230.907	0.999982	1
0.00139925	0.000119994	797.492	230.906	0.999982	1
0.00139924	0.000119993	797.49	230.906	0.999982	1
0.00139924	0.000119993	797.488	230.905	0.999982	1
0.00139924	0.000119993	797.486	230.905	0.999982	1
0.00139924	0.000119993	797.484	230.905	0.999983	1
0.00139924	0.000119993	797.482	230.904	0.999983	1
0.00139924	0.000119992	797.48	230.904	0.999983	1
0.00139924	0.000119992	797.479	230.903	0.999983	1
0.00139924	0.000119992	797.477	230.903	0.999983	1
0.00139924	0.000119992	797.475	230.903	0.999983	1
0.00139924	0.000119992	797.473	230.902	0.999984	1
0.00139924	0.000119991	797.471	230.902	0.999984	1
0.00139924	0.000119991	797.469	230.902	0.999984	1
0.00139923	0.000119991	797.467	230.901	0.999984	1
0.00139923	0.000119991	797.465	230.901	0.999984	1
0.00139923	0.000119991	797.464	230.9	0.999984	1
0.00139923	0.000119991	797.462	230.9	0.999985	1
0.00139923	0.00011999	797.46	230.9	0.999985	1
0.00139923	0.00011999	797.458	230.899	0.999985	1
0.00139923	0.00011999	797.457	230.899	0.999985	1
0.00139923	0.00011999	797.455	230.899	0.999985	1
0.00139923	0.00011999	797.453	230.898	0.999985	1
0.00139923	0.00011999	797.452	230.898	0.999985	1
0.0014108	0.000114356	801.265	231.683	1.09747	1.04758
0.00141913	0.00011154	819.047	235.253	1.16755	1.09063
0.00142562	0.00011	841.76	239.827	1.22176	1.12959
0.00143036	0.000110159	874.963	246.381	1.25215	1.16484
