   5.1025500925630331E-002   8.4646693500000009E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000       0.19722312686476351       0.13567219442563033        1147.9778470494321     
   4.9328724169472725E-002   8.4618294228495358E-002   1.2173914026898324E-005   1.2173914026895863E-005   6.0869570134403014E-006   6.0869570134403014E-006   6.8579590007120766E-006   6.8579590007120766E-006   3.4289795003560383E-006   3.4289795003560383E-006   1.3043479314531281E-005   7.3478132150486531E-006  0.19722312686476351       0.13402450530958046        1146.1398499128049     
   4.6524389741733715E-002   8.4302394785715426E-002   2.4196601262744783E-005   2.4196601262699060E-005   1.2098300631365432E-005   1.2098300631365432E-005   2.8255338570095780E-005   2.8255338570095780E-005   1.4127669285047890E-005   1.4127669285047890E-005   2.5924929924320417E-005   3.0273577039388335E-005  0.19722312686476351       0.13104033885391131        1143.2717612598335     
   4.2288771357205768E-002   8.3709278853581717E-002   3.6069940276936312E-005   3.6069940276432436E-005   1.8034970138457263E-005   1.8034970138457263E-005   6.6013288608509588E-005   6.6013288608509588E-005   3.3006644304254794E-005   3.3006644304254794E-005   3.8646364581891894E-005   7.0728523509117408E-005  0.19722312686476351       0.12641367478553431        1138.9789369977530     
   3.6373069182354854E-002   8.2782531780706312E-002   4.7795786302905659E-005   4.7795786298033586E-005   2.3897893151364531E-005   2.3897893151364531E-005   1.2165426581467032E-004   1.2165426581467032E-004   6.0827132907335161E-005   6.0827132907335161E-005   5.1209771033607414E-005   1.3034385623000391E-004  0.19722312686476351       0.11984550474667245        1132.9596655407204     
   2.8911063725674424E-002   8.1456006423971494E-002   5.9375971528005410E-005   5.9375971476205646E-005   2.9687985762982440E-005   2.9687985762982440E-005   1.9637155008147891E-004   1.9637155008147891E-004   9.8185775040739455E-005   9.8185775040739455E-005   6.3617112295934620E-005   2.1039808937301310E-004  0.19722312686476351       0.11140832791608948        1125.3212831651583     
   2.0703152764149899E-002   7.9724009269601437E-002   7.0812305379790993E-005   7.0812304648553250E-005   3.5406152674948313E-005   3.5406152674948313E-005   2.9104043124707489E-004   2.9104043124707489E-004   1.4552021562353745E-004   1.4552021562353745E-004   7.5870326409164200E-005   3.1182903347900875E-004  0.19722312686476351       0.10190041960275897        1117.0382438809111     
   1.3092353983477429E-002   7.7705302055275732E-002   8.2106574808747383E-005   8.2106559187024121E-005   4.1053287079717794E-005   4.1053287079717794E-005   4.0624065968154841E-004   4.0624065968154841E-004   2.0312032984077421E-004   2.0312032984077421E-004   8.7971313414668691E-005   4.3525784965880185E-004  0.19722312686476351        9.2785926889026482E-002   1110.7318843392416     
   7.2585467009444000E-003   7.5586486875776501E-002   9.3260544567503841E-005   9.3260126152115065E-005   4.6630263493806248E-005   4.6630263493806248E-005   5.4228280367274321E-004   5.4228280367274321E-004   2.7114140183637160E-004   2.7114140183637160E-004   9.9921563734408988E-005   5.8101728964936772E-004  0.19722312686476351        8.5432602038830144E-002   1114.0783023028816     
   3.5431766463709497E-003   7.3213953875991639E-002   1.0427595748658003E-004   1.0427173731159115E-004   5.2137892155635486E-005   5.2137892155635486E-005   6.9923559961046001E-004   6.9923559961046001E-004   3.4961779980523000E-004   3.4961779980523000E-004   1.1171971854813338E-004   7.4918099958263575E-004  0.19722312686476351        8.0028561518434183E-002   1135.8520311626114     
   2.7293787605677071E-003   7.0132984058831657E-002   1.1515453474670688E-004   1.1514698525801967E-004   5.7577133926247785E-005   5.7577133926247785E-005   8.7695292175161152E-004   8.7695292175161152E-004   4.3847646087580576E-004   4.3847646087580576E-004   1.2337176991930677E-004   9.3959241616244082E-004  0.19722312686476351        7.6901641558593165E-002   1152.0942519071937     
   2.7070606104349733E-003   6.7964800996839977E-002   1.2589797614776459E-004   1.2588941359148445E-004   6.2948849035745011E-005   6.2948849035745011E-005   1.0750996726917670E-003   1.0750996726917670E-003   5.3754983634588351E-004   5.3754983634588351E-004   1.3488151456230476E-004   1.1518925064554647E-003  0.19722312686476351        7.5561619734178756E-002   1158.3641401871330     
   2.7002529323073986E-003   6.6735536069606527E-002   1.3650796037437981E-004   1.3649927329644566E-004   6.8253840440695321E-005   6.8253840440695321E-005   1.2931762338057162E-003   1.2931762338057162E-003   6.4658811690285808E-004   6.4658811690285808E-004   1.4624922138904893E-004   1.3855459647918388E-003  0.19722312686476351        7.5256627804064183E-002   1159.5042952828760     
   2.7002529323073986E-003   6.5886675146762066E-002   1.4698614525822352E-004   1.4697735077650218E-004   7.3492928322452662E-005   7.3492928322452662E-005   1.5305413000283072E-003   1.5305413000283072E-003   7.6527065001415358E-004   7.6527065001415358E-004   1.5747573297482376E-004   1.6398656786017576E-003  0.19722312686476351        7.5416842743410595E-002   1159.6758341058678     
   2.7002529323073986E-003   6.4971919144697257E-002   1.5733416803705066E-004   1.5732519248504954E-004   7.8666933328125813E-005   7.8666933328125813E-005   1.7864330307252603E-003   1.7864330307252603E-003   8.9321651536263013E-004   8.9321651536263013E-004   1.6856270623398164E-004   1.9140353900627786E-003  0.19722312686476351        7.5586062492655551E-002   1160.1513530939981     
   2.6783747591261377E-003   6.3737303919323460E-002   1.6755364561052183E-004   1.6754436338008513E-004   8.3776663537025122E-005   8.3776663537025122E-005   2.0599885130028143E-003   2.0599885130028143E-003   1.0299942565014071E-003   1.0299942565014071E-003   1.7951181790723406E-004   2.2071305496458725E-003  0.19501817630954166        7.5484937921075801E-002   1160.2937329640670     
   2.6470568423348946E-003   6.1568310529051422E-002   1.7764617479284716E-004   1.7763631452896147E-004   8.8822915275089360E-005   8.8822915275089360E-005   2.3502615733899780E-003   2.3502615733899780E-003   1.1751307866949890E-003   1.1751307866949890E-003   1.9032462270960156E-004   2.5181374000606909E-003  0.19284061609042349        7.4507542434198534E-002   1162.0687238096664     
   2.6095495541680501E-003   5.8682288442493867E-002   1.8761333256229180E-004   1.8760254294658291E-004   9.3806476541230063E-005   9.3806476541230063E-005   2.6562389980897940E-003   2.6562389980897940E-003   1.3281194990448970E-003   1.3281194990448970E-003   2.0100272458562453E-004   2.8459703550962074E-003  0.19069010595918437        7.2870356899204472E-002   1164.9213242076191     
   2.5659860375370825E-003   5.5104360491343568E-002   1.9745667630758195E-004   1.9744436210903854E-004   9.8728123876996342E-005   9.8728123876996342E-005   2.9768552365325523E-003   2.9768552365325523E-003   1.4884276182662761E-003   1.4884276182662761E-003   2.1154753083111271E-004   3.1894877534277342E-003  0.18856630989423101        7.0594304808907771E-002   1169.0467009774165     
   2.5159530552525977E-003   5.0798513447131405E-002   2.0717774407125013E-004   2.0716283513883707E-004   1.0358862462118396E-004   1.0358862462118396E-004   3.3110056711586604E-003   3.3110056711586604E-003   1.6555028355793302E-003   1.6555028355793302E-003   2.2196018050589685E-004   3.5475060762414218E-003  0.18646889604809747        6.7638467601059751E-002   1174.6193330503647     
   2.4594207541033296E-003   4.5766693677710309E-002   2.1677805478995731E-004   2.1675876555500917E-004   1.0838874046522424E-004   1.0838874046522424E-004   3.6575585403383916E-003   3.6575585403383916E-003   1.8287792701691958E-003   1.8287792701691958E-003   2.3224153452322411E-004   3.9188127217911336E-003  0.18439753669559333        6.4000158610418592E-002   1181.4957658866849     
   2.3973098101258048E-003   4.0105961658260129E-002   2.2625910853183001E-004   2.2623302270514075E-004   1.1312923140922365E-004   1.1312923140922365E-004   4.0153656024793536E-003   4.0153656024793536E-003   2.0076828012396768E-003   2.0076828012396768E-003   2.4239252432693649E-004   4.3021774312278788E-003  0.18235190818259589        5.9772688825434225E-002   1188.8699368061773     
   2.3317684698447136E-003   3.4036154037454767E-002   2.3562238673084890E-004   2.3558739650752678E-004   1.1781084979570620E-004   1.1781084979570620E-004   4.3832716285987870E-003   4.3832716285987870E-003   2.1916358142993935E-003   2.1916358142993935E-003   2.5241506768663584E-004   4.6963624592129861E-003  0.18033169087547862        5.5173346402825250E-002   1195.2363233599688     
   2.2671980612413382E-003   2.7878230115663809E-002   2.7536576307174979E-004   2.7532413535939272E-004   1.3768253004966670E-004   1.3768253004966670E-004   4.7601228085720560E-003   4.7601228085720560E-003   2.3800614042860280E-003   2.3800614042860280E-003   2.9499014502792074E-004   5.1001315806129171E-003  0.17833656911116769        5.0646973286792629E-002   1196.6255184955774     
   2.2079116587782914E-003   2.2039693210828725E-002   3.5255243092151181E-004   3.5250789611324936E-004   1.7627583751414003E-004   1.7627583751414003E-004   5.1447741533442101E-003   5.1447741533442101E-003   2.5723870766721051E-003   2.5723870766721051E-003   3.7768703154991001E-004   5.5122580214402254E-003  0.17636623114781902        4.6629484384692825E-002   1193.1645342300646     
   2.1556092170515284E-003   1.6780259254808881E-002   4.4635192364878142E-004   4.4630425160662308E-004   2.2317556506178576E-004   2.2317556506178576E-004   5.5360959719127712E-003   5.5360959719127712E-003   2.7680479859563856E-003   2.7680479859563856E-003   4.7818312672138184E-004   5.9315313984779688E-003  0.17442036911610798        4.3292878218177053E-002   1189.4028744705240     
   2.1116693668983160E-003   1.2238757591817464E-002   5.5771295908472985E-004   5.5766193601046302E-004   2.7885605813953205E-004   2.7885605813953205E-004   5.9329794980732811E-003   5.9329794980732811E-003   2.9664897490366405E-003   2.9664897490366405E-003   5.9749493143978181E-004   6.3567637479356575E-003  0.17249867897112420        4.0776711143685321E-002   1185.4665079356398     
   2.0770117964498507E-003   8.5536147612244994E-003   6.7638124052353196E-004   6.7632652519707896E-004   3.3819016583325716E-004   3.3819016583325716E-004   6.3343417379194316E-003   6.3343417379194316E-003   3.1671708689597158E-003   3.1671708689597158E-003   7.2463556271115605E-004   6.7867947191993915E-003  0.17060086044486383        3.9174170150730318E-002   1181.4934696977862     
   2.0514364043609551E-003   5.7408959871030878E-003   7.9462193516360044E-004   7.9456292211183910E-004   3.9731046784726099E-004   3.9731046784726099E-004   6.7391296050179211E-003   6.7391296050179211E-003   3.3695648025089606E-003   3.3695648025089606E-003   8.5131741654839894E-004   7.2204960053763442E-003  0.16872661699931221        3.8465340421412510E-002   1171.7517026618868     
   2.0340555675956262E-003   3.7314839795309011E-003   9.0869793002028494E-004   9.0863394815969773E-004   4.5434840433871364E-004   4.5434840433871364E-004   7.1463234061143830E-003   7.1463234061143830E-003   3.5731617030571915E-003   3.5731617030571915E-003   9.7353637302824761E-004   7.6567750779796958E-003  0.16687565578010902        3.8560849903335033E-002   1170.0876031468097     
   2.0228876667670258E-003   2.3315822448201355E-003   1.0186009516467949E-003   1.0185309321131520E-003   5.0929982109340828E-004   5.0929982109340828E-004   7.5549397362278913E-003   7.5549397362278913E-003   3.7774698681139456E-003   3.7774698681139456E-003   1.0912831415498057E-003   8.0945782888155980E-003  0.16504768757078933        3.9260882076583001E-002   1168.0305446334798     
   2.0165183403383670E-003   2.0165183403383670E-003   1.1211352574953886E-003   1.1210575346976158E-003   5.6056685093741545E-004   5.6056685093741545E-004   7.9640338380978677E-003   7.9640338380978677E-003   3.9820169190489339E-003   3.9820169190489339E-003   1.2011330728903026E-003   8.5328933979620016E-003  0.16324242674759293        4.1022491159890477E-002   1168.8770685607803     
   2.0133520367935681E-003   2.0133520367935681E-003   1.2139318093613688E-003   1.2138448914307595E-003   6.0696496649679003E-004   6.0696496649679003E-004   8.3727014771866736E-003   8.3727014771866736E-003   4.1863507385933368E-003   4.1863507385933368E-003   1.3005480979615281E-003   8.9707515827000071E-003  0.16145959123483491        4.3057814819594399E-002   1169.4340474954915     
   2.0133520367935681E-003   2.0133520367935681E-003   1.2971619868800324E-003   1.2970645651740145E-003   6.4857985209074338E-004   6.4857985209074338E-004   8.7800803798324042E-003   8.7800803798324042E-003   4.3900401899162021E-003   4.3900401899162021E-003   1.3897120341150155E-003   9.4072289783918624E-003  0.15969890246083093        4.5055272481826759E-002   1168.0615666267986     
