           1   4.5006087016936827E-004   4.5004057850408640E-004
           2   4.5055284674799220E-004   4.5053037033269955E-004
           3   4.5150632978504423E-004   4.5147966122553170E-004
           4   4.5301834788549175E-004   4.5298317815026338E-004
           5   4.5521192593608943E-004   4.5515754951233812E-004
           6   4.5814291116070291E-004   4.5803739644393541E-004
           7   4.6181962381943901E-004   4.6154368085998934E-004
           8   4.6703572001730205E-004   4.6602174432827458E-004
           9   4.7987162829473838E-004   4.7511990864447257E-004
          10   5.0973273380485178E-004   4.9382611204687097E-004
          11   5.2657128250207738E-004   5.0413181921610273E-004
          12   5.3159129578216275E-004   5.0737247809178770E-004
          13   5.3212786973210109E-004   5.0783102013915969E-004
          14   5.3212633414909821E-004   5.0787313590421848E-004
          15   5.3240919463640711E-004   5.0809102656949108E-004
          16   5.3456034204346723E-004   5.0984297182922488E-004
          17   5.3848823930820612E-004   5.1286504801747231E-004
          18   5.4394212131716557E-004   5.1700713408764744E-004
          19   5.5099614425558523E-004   5.2241098884706517E-004
          20   5.5965369294776190E-004   5.2924681642505737E-004
          21   5.6952317934735386E-004   5.3747235881783503E-004
          22   5.7965187466248495E-004   5.4657569972253576E-004
          23   5.8875461901799282E-004   5.5550647706925226E-004
          24   5.9405256042999795E-004   5.6150503299493492E-004
          25   5.9576405054118672E-004   5.6431670259972160E-004
          26   5.9692573706325743E-004   5.6656206814732920E-004
          27   5.9741768672665931E-004   5.6811741791111699E-004
          28   5.9718186010107295E-004   5.6892212461405998E-004
          29   5.9540731772946942E-004   5.6825517599409206E-004
          30   5.9420535367643600E-004   5.6800464477400415E-004
          31   5.9250421532339149E-004   5.6723024004155884E-004
          32   5.9026378480245094E-004   5.6590845934117106E-004
          33   5.8783346794602617E-004   5.6436169644638948E-004
          34   5.8530824559795505E-004   5.6267561191994386E-004
          35   5.8285983728526144E-004   5.6101787769847436E-004
          36   5.8048793002161102E-004   5.5938986960416416E-004
          37   5.7819223884604000E-004   5.5779326081620729E-004
          38   5.7597215183972851E-004   5.5622931037501301E-004
          39   5.7382682145608354E-004   5.5469988477422347E-004
          40   5.7175482505714647E-004   5.5320534348582927E-004
          41   5.6975462697874259E-004   5.5174629819252654E-004
          42   5.6782456768595269E-004   5.5032320060323056E-004
          43   5.6596287419897454E-004   5.4893630145293572E-004
          44   5.6427643485959869E-004   5.4769278253457535E-004
          45   5.6251944048839558E-004   5.4635669429900068E-004
          46   5.6097015635869784E-004   5.4519956331229992E-004
          47   5.5930500775117282E-004   5.4390867634362820E-004
          48   5.5787654849450894E-004   5.4278425502069861E-004
          49   5.5640685398084932E-004   5.4158440814876621E-004
